condition,duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,image_name,image_number,image.started,image.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
6_con_circum,0.25,6,36,2,650,17,,,,6_con_circum_image_46.png,46,375.6120005,375.86218309,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,36,3,651,13,,,,2_con_circum_image_27.png,27,376.0287486,376.27887318999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,36,4,652,1,,,,2_con_singledot_image_30.png,30,376.4453814,376.69599189,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,36,5,653,12,,,,1_con_circum_image_49.png,49,376.8622834,377.11222009,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,36,6,654,9,,,,4_con_totaldot_image_46.png,46,377.27883599999996,377.52891769,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,36,7,655,3,,,,4_con_singledot_image_59.png,59,377.6985144,377.96222179,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,36,8,656,6,,,,1_con_totaldot_image_3.png,3,378.1290008,378.37890079000005,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,36,9,657,0,,,,1_con_singledot_image_7.png,7,378.548577,378.79864989000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,36,10,658,5,,,,6_con_singledot_image_26.png,26,378.9652255,379.23183898999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,36,11,659,16,,,,5_con_circum_image_26.png,26,379.38181461,379.63188739000003,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,36,12,660,2,,,,3_con_singledot_image_51.png,51,379.7985116,380.04854328999994,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,36,13,661,4,,,,5_con_singledot_image_56.png,56,380.21220919999996,380.46533739,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,36,14,662,10,,,,5_con_totaldot_image_34.png,34,380.6288577,380.87904609000003,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,36,15,663,14,,,,3_con_circum_image_42.png,42,381.03188441,381.28182749,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,36,16,664,7,,,,2_con_totaldot_image_49.png,49,381.4484873,381.69861709,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,36,17,665,15,,,,4_con_circum_image_60.png,60,381.86219229999995,382.11218859,5.wav,382.21630350000004,4.mp4,382.21630350000004,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,37,0,666,10,,,,5_con_totaldot_image_57.png,57,384.1260868899999,384.37864049,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,37,1,667,16,,,,5_con_circum_image_14.png,14,384.5452487,384.79529038999993,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,37,2,668,4,,,,5_con_singledot_image_15.png,15,384.96188299999994,385.21206529,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,37,3,669,17,,,,6_con_circum_image_28.png,28,385.3786708,385.62879139,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,37,4,670,2,,,,3_con_singledot_image_39.png,39,385.7956472999999,386.04854128999995,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,37,5,671,5,,,,6_con_singledot_image_21.png,21,386.21525699999995,386.47895308999995,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,37,6,672,6,,,,1_con_totaldot_image_41.png,41,386.64557089999994,386.89527939,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,37,7,673,3,,,,4_con_singledot_image_57.png,57,387.06184659999997,387.31194479000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,37,8,674,15,,,,4_con_circum_image_63.png,63,387.4785574,387.72858039,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,37,9,675,13,,,,2_con_circum_image_58.png,58,387.8952048,388.14523289000005,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,37,10,676,1,,,,2_con_singledot_image_1.png,1,388.29527051,388.54530848999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,37,11,677,12,,,,1_con_circum_image_69.png,69,388.7119305,388.96202359,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,37,12,678,8,,,,3_con_totaldot_image_51.png,51,389.1286023,389.37881379000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,37,13,679,0,,,,1_con_singledot_image_54.png,54,389.5452871,389.79858349,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,37,14,680,14,,,,3_con_circum_image_1.png,1,389.94561661,390.19568709000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,37,15,681,9,,,,4_con_totaldot_image_28.png,28,390.3652804999999,390.63187238999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,37,16,682,7,,,,2_con_totaldot_image_33.png,33,390.7956537,391.04565439000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,37,17,683,11,,,,6_con_totaldot_image_67.png,67,391.21195539999997,391.46188819,1.wav,391.5633389,14.mp4,391.5633389,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,38,0,684,17,,,,6_con_circum_image_64.png,64,393.4902612799999,393.74856718999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,38,1,685,11,,,,6_con_totaldot_image_39.png,39,393.9122496,394.16522559000003,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,38,2,686,0,,,,1_con_singledot_image_59.png,59,394.3318117,394.59845469,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,38,3,687,15,,,,4_con_circum_image_32.png,32,394.76225249999993,395.01531169000003,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,38,4,688,16,,,,5_con_circum_image_34.png,34,395.1819293,395.43189659,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,38,5,689,5,,,,6_con_singledot_image_69.png,69,395.59848039999997,395.86867338999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,38,6,690,2,,,,3_con_singledot_image_35.png,35,396.03508279999994,396.29544829,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,38,7,691,14,,,,3_con_circum_image_29.png,29,396.46205869999994,396.71192089000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,38,8,692,6,,,,1_con_totaldot_image_11.png,11,396.86186521,397.11197308999994,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,38,9,693,7,,,,2_con_totaldot_image_27.png,27,397.2785248,397.52883318999994,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,38,10,694,3,,,,4_con_singledot_image_45.png,45,397.6953761,397.94545029,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,38,11,695,12,,,,1_con_circum_image_36.png,36,398.11198609999997,398.36197998999995,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,38,12,696,8,,,,3_con_totaldot_image_18.png,18,398.51194951,398.76227299,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,38,13,697,4,,,,5_con_singledot_image_29.png,29,398.93182479999996,399.18184869,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,38,14,698,1,,,,2_con_singledot_image_19.png,19,399.3455642,399.59859889,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,38,15,699,13,,,,2_con_circum_image_17.png,17,399.76219389999994,400.01237549,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,38,16,700,9,,,,4_con_totaldot_image_48.png,48,400.1789692,400.43175169,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,38,17,701,10,,,,5_con_totaldot_image_43.png,43,400.598345,400.84859038999997,5.wav,400.94632359999997,15.mp4,400.94632359999997,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,39,0,702,4,,,,5_con_singledot_image_50.png,50,402.87373577999995,403.12854698999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,39,1,703,0,,,,1_con_singledot_image_48.png,48,403.2952172,403.54531708999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,39,2,704,7,,,,2_con_totaldot_image_70.png,70,403.7119044,403.96194528999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,39,3,705,15,,,,4_con_circum_image_19.png,19,404.1285891,404.37860749,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,39,4,706,13,,,,2_con_circum_image_25.png,25,404.52859211,404.77894689,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,39,5,707,6,,,,1_con_totaldot_image_63.png,63,404.94549599999993,405.19844699000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,39,6,708,10,,,,5_con_totaldot_image_33.png,33,405.3651361,405.61499168999995,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,39,7,709,8,,,,3_con_totaldot_image_34.png,34,405.78164749999996,406.04854779,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,39,8,710,1,,,,2_con_singledot_image_63.png,63,406.2122439,406.46228089000005,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,39,9,711,5,,,,6_con_singledot_image_44.png,44,406.62870569999995,406.88188528999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,39,10,712,14,,,,3_con_circum_image_67.png,67,407.045516,407.29843468999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,39,11,713,16,,,,5_con_circum_image_38.png,38,407.465003,407.71507018999995,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,39,12,714,12,,,,1_con_circum_image_35.png,35,407.8787254,408.13184049,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,39,13,715,11,,,,6_con_totaldot_image_53.png,53,408.298536,408.54836909,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,39,14,716,9,,,,4_con_totaldot_image_35.png,35,408.7150146,408.98168188999995,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,39,15,717,2,,,,3_con_singledot_image_63.png,63,409.1483614,409.41232958999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,39,16,718,3,,,,4_con_singledot_image_7.png,7,409.56505221,409.83170878999994,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,39,17,719,17,,,,6_con_circum_image_65.png,65,409.99832689999994,410.26222789,1.wav,410.36559059999996,7.mp4,410.36559059999996,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,40,0,720,11,,,,6_con_totaldot_image_59.png,59,412.2826492799999,412.54518448999994,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,40,1,721,4,,,,5_con_singledot_image_13.png,13,412.7117747,412.96194079,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,40,2,722,17,,,,6_con_circum_image_13.png,13,413.12853529999995,413.37862699,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,40,3,723,12,,,,1_con_circum_image_59.png,59,413.52858490999995,413.78178168999995,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,40,4,724,10,,,,5_con_totaldot_image_28.png,28,413.9483987,414.21220719,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,40,5,725,8,,,,3_con_totaldot_image_40.png,40,414.381791,414.64517089,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,40,6,726,16,,,,5_con_circum_image_46.png,46,414.8117628,415.06201729000003,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,40,7,727,7,,,,2_con_totaldot_image_26.png,26,415.22843869999997,415.47851939000003,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,40,8,728,1,,,,2_con_singledot_image_21.png,21,415.62843491,415.87849048999993,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,40,9,729,13,,,,2_con_circum_image_54.png,54,416.0450801999999,416.29516739,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,40,10,730,15,,,,4_con_circum_image_33.png,33,416.4618117,416.71190558999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,40,11,731,9,,,,4_con_totaldot_image_58.png,58,416.87852169999996,417.13178438999995,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,40,12,732,3,,,,4_con_singledot_image_3.png,3,417.295489,417.54547368999994,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,40,13,733,6,,,,1_con_totaldot_image_51.png,51,417.71218149999993,417.96227369,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,40,14,734,0,,,,1_con_singledot_image_35.png,35,418.1319483,418.38184349,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,40,15,735,2,,,,3_con_singledot_image_52.png,52,418.5452576,418.80194269,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,40,16,736,14,,,,3_con_circum_image_22.png,22,418.96168119999993,419.21189559,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,40,17,737,5,,,,6_con_singledot_image_46.png,46,419.3784089999999,419.62847388999995,5.wav,419.7299903,15.mp4,419.7299903,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,41,0,738,16,,,,5_con_circum_image_19.png,19,421.64039647999994,421.89529459,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,41,1,739,4,,,,5_con_singledot_image_4.png,4,422.06193239999993,422.31488679,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,41,2,740,15,,,,4_con_circum_image_29.png,29,422.46193211,422.71496849,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,41,3,741,13,,,,2_con_circum_image_30.png,30,422.87856579999993,423.12872698999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,41,4,742,9,,,,4_con_totaldot_image_41.png,41,423.29532919999997,423.54541208999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,41,5,743,12,,,,1_con_circum_image_18.png,18,423.6952380099999,423.94539299,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,41,6,744,11,,,,6_con_totaldot_image_66.png,66,424.11493959999996,424.38174229,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,41,7,745,0,,,,1_con_singledot_image_8.png,8,424.5483286,424.81856129,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,41,8,746,10,,,,5_con_totaldot_image_21.png,21,424.9853517,425.24527279,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,41,9,747,6,,,,1_con_totaldot_image_4.png,4,425.4119269,425.66175399,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,41,10,748,8,,,,3_con_totaldot_image_24.png,24,425.8284019,426.07839969,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,41,11,749,1,,,,2_con_singledot_image_35.png,35,426.245011,426.49505579,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,41,12,750,17,,,,6_con_circum_image_41.png,41,426.66170879999993,426.91183349,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,41,13,751,3,,,,4_con_singledot_image_1.png,1,427.07844609999995,427.32851259,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,41,14,752,7,,,,2_con_totaldot_image_15.png,15,427.4984316,427.74839869,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,41,15,753,2,,,,3_con_singledot_image_57.png,57,427.89833471,428.14848308999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,41,16,754,14,,,,3_con_circum_image_68.png,68,428.3120604999999,428.56509798999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,41,17,755,5,,,,6_con_singledot_image_7.png,7,428.73164039999995,428.99566229,3.wav,429.1022403,3.mp4,429.1022403,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,42,0,756,9,,,,4_con_totaldot_image_45.png,45,431.0134559799999,431.27858858999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,42,1,757,3,,,,4_con_singledot_image_42.png,42,431.4451983,431.69529888999995,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,42,2,758,2,,,,3_con_singledot_image_4.png,4,431.8617196,432.11182039,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,42,3,759,11,,,,6_con_totaldot_image_62.png,62,432.27843499999994,432.52850379,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,42,4,760,14,,,,3_con_circum_image_2.png,2,432.67844511,432.92876209,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,42,5,761,5,,,,6_con_singledot_image_40.png,40,433.0982646,433.36196659,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,42,6,762,10,,,,5_con_totaldot_image_51.png,51,433.53155489999995,433.79550559,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,42,7,763,13,,,,2_con_circum_image_57.png,57,433.9618876999999,434.21498819000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,42,8,764,12,,,,1_con_circum_image_14.png,14,434.38142949999997,434.64529038999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,42,9,765,6,,,,1_con_totaldot_image_25.png,25,434.8119084,435.06194608999994,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,42,10,766,16,,,,5_con_circum_image_49.png,49,435.21487571,435.46495208999994,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,42,11,767,8,,,,3_con_totaldot_image_49.png,49,435.63171109999996,435.88168789,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,42,12,768,4,,,,5_con_singledot_image_47.png,47,436.06188589,436.31201648999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,42,13,769,1,,,,2_con_singledot_image_41.png,41,436.48154379999994,436.74500849,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,42,14,770,15,,,,4_con_circum_image_22.png,22,436.9116289,437.16171478999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,42,15,771,0,,,,1_con_singledot_image_44.png,44,437.3282831,437.57860768999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,42,16,772,7,,,,2_con_totaldot_image_47.png,47,437.7451962,437.99505399000003,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,42,17,773,17,,,,6_con_circum_image_3.png,3,438.1450022099999,438.39507928999996,3.wav,438.49552809999994,6.mp4,438.49552809999994,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,43,0,774,4,,,,5_con_singledot_image_7.png,7,440.41132387999994,440.66166269,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,43,1,775,17,,,,6_con_circum_image_68.png,68,440.8282543,441.07860399,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,43,2,776,7,,,,2_con_totaldot_image_44.png,44,441.24514579999993,441.49507438999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,43,3,777,1,,,,2_con_singledot_image_31.png,31,441.66166209999994,441.91178228999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,43,4,778,6,,,,1_con_totaldot_image_68.png,68,442.0783831,442.33158969000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,43,5,779,8,,,,3_con_totaldot_image_17.png,17,442.49820249999993,442.76201758999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,43,6,780,2,,,,3_con_singledot_image_21.png,21,442.9286436,443.17870529,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,43,7,781,16,,,,5_con_circum_image_59.png,59,443.34833719999995,443.59823649000003,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,43,8,782,9,,,,4_con_totaldot_image_16.png,16,443.76208469999995,444.01202058999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,43,9,783,12,,,,1_con_circum_image_5.png,5,444.17876079999996,444.42853819,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,43,10,784,11,,,,6_con_totaldot_image_43.png,43,444.59833979999996,444.86194258999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,43,11,785,14,,,,3_con_circum_image_14.png,14,445.0284792,445.28155309000005,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,43,12,786,10,,,,5_con_totaldot_image_13.png,13,445.44517529999996,445.69535289000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,43,13,787,15,,,,4_con_circum_image_5.png,5,445.86477519999994,446.13147049,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,43,14,788,0,,,,1_con_singledot_image_17.png,17,446.29543449999994,446.54521999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,43,15,789,5,,,,6_con_singledot_image_45.png,45,446.7149293,446.96489078999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,43,16,790,13,,,,2_con_circum_image_23.png,23,447.12859579999997,447.38154348999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
