condition,duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,image_name,image_number,image.started,image.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
6_con_singledot,0.25,6,0,0,0,5,,,5.057879599999978,6_con_singledot_image_1.png,1,36.967431249999976,37.232241390000006,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,0,1,1,7,,,,2_con_totaldot_image_11.png,11,37.39980549999996,37.66437788999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,0,2,2,13,,,,2_con_circum_image_11.png,11,37.83073459999997,38.080997389999986,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,0,3,3,12,,,,1_con_circum_image_40.png,40,38.24894379999995,38.514385089999955,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,0,4,4,0,,,,1_con_singledot_image_4.png,4,38.68145679999998,38.93071588999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,0,5,5,8,,,,3_con_totaldot_image_66.png,66,39.09726759999995,39.347384889999994,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,0,6,6,10,,,,5_con_totaldot_image_25.png,25,39.5139504,39.76723619,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,0,7,7,14,,,,3_con_circum_image_16.png,16,39.930934399999956,40.184907790000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,0,8,8,17,,,,6_con_circum_image_1.png,1,40.35388329999995,40.61442458999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,0,9,9,3,,,,4_con_singledot_image_60.png,60,40.78398219999997,41.03481508999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,0,10,10,4,,,,5_con_singledot_image_58.png,58,41.201460699999984,41.451202389999985,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,0,11,11,6,,,,1_con_totaldot_image_31.png,31,41.61752419999999,41.880614589999986,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,0,12,12,16,,,,5_con_circum_image_64.png,64,42.047553799999946,42.29748978999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,0,13,13,2,,,,3_con_singledot_image_67.png,67,42.46513449999998,42.71437549,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,0,14,14,1,,,,2_con_singledot_image_32.png,32,42.882326199999966,43.13274939000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,0,15,15,11,,,,6_con_totaldot_image_33.png,33,43.29872039999998,43.548122289999974,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,0,16,16,9,,,,4_con_totaldot_image_37.png,37,43.714084199999945,43.96454739,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,0,17,17,15,,,,4_con_circum_image_34.png,34,44.14734728999996,44.39745938999999,3.wav,44.49802669999997,12.mp4,44.49802669999997,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,1,0,18,4,,,,5_con_singledot_image_14.png,14,46.42391206999989,46.680835989999984,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,1,1,19,16,,,,5_con_circum_image_40.png,40,46.85055019999999,47.11416529000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,1,2,20,0,,,,1_con_singledot_image_28.png,28,47.280702099999985,47.533770389999965,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,1,3,21,3,,,,4_con_singledot_image_33.png,33,47.69740349999995,47.950424289999994,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,1,4,22,6,,,,1_con_totaldot_image_36.png,36,48.11409209999999,48.367114089999966,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,1,5,23,5,,,,6_con_singledot_image_18.png,18,48.53378239999995,48.79743629,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,1,6,24,11,,,,6_con_totaldot_image_14.png,14,48.94739051,49.197558889999975,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,1,7,25,13,,,,2_con_circum_image_52.png,52,49.36410079999996,49.62069829,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,1,8,26,7,,,,2_con_totaldot_image_52.png,52,49.77048130999999,50.030861889999976,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,1,9,27,17,,,,6_con_circum_image_17.png,17,50.19739019999997,50.45028558999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,1,10,28,9,,,,4_con_totaldot_image_44.png,44,50.61695709999998,50.880700789999985,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,1,11,29,8,,,,3_con_totaldot_image_11.png,11,51.030658809999984,51.28366478999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,1,12,30,2,,,,3_con_singledot_image_13.png,13,51.45025909999998,51.700372889999976,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,1,13,31,14,,,,3_con_circum_image_56.png,56,51.86396209999998,52.11689588999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,1,14,32,15,,,,4_con_circum_image_17.png,17,52.28063569999995,52.53372828999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,1,15,33,12,,,,1_con_circum_image_26.png,26,52.70026379999996,52.967035790000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,1,16,34,1,,,,2_con_singledot_image_50.png,50,53.13365679999998,53.39753199,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,1,17,35,10,,,,5_con_totaldot_image_63.png,63,53.56424259999994,53.817102089999985,2.wav,53.91506609999999,13.mp4,53.91506609999999,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,2,0,36,7,,,,2_con_totaldot_image_6.png,6,55.81898817999989,56.08059478999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,2,1,37,11,,,,6_con_totaldot_image_63.png,63,56.23042790999995,56.48049128999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,2,2,38,13,,,,2_con_circum_image_24.png,24,56.64723139999995,56.897321389999995,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,2,3,39,2,,,,3_con_singledot_image_29.png,29,57.06374109999996,57.316977290000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,2,4,40,3,,,,4_con_singledot_image_21.png,21,57.483655999999996,57.73369938999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,2,5,41,10,,,,5_con_totaldot_image_19.png,19,57.89737119999995,58.14734699000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,2,6,42,8,,,,3_con_totaldot_image_20.png,20,58.31688699999995,58.56692778999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,2,7,43,9,,,,4_con_totaldot_image_52.png,52,58.73357219999997,58.98365148999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,2,8,44,15,,,,4_con_circum_image_61.png,61,59.15028099999995,59.400309689999965,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,2,9,45,14,,,,3_con_circum_image_35.png,35,59.5639602,59.81704468999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,2,10,46,16,,,,5_con_circum_image_21.png,21,59.983682999999985,60.23354609,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,2,11,47,17,,,,6_con_circum_image_69.png,69,60.40026469999998,60.666894089999964,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,2,12,48,5,,,,6_con_singledot_image_12.png,12,60.81689380999996,61.083590289999954,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,2,13,49,1,,,,2_con_singledot_image_34.png,34,61.24732369999998,61.500216990000006,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,2,14,50,6,,,,1_con_totaldot_image_52.png,52,61.66685639999997,61.916902689999965,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,2,15,51,0,,,,1_con_singledot_image_57.png,57,62.08353349999999,62.33364368999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,2,16,52,12,,,,1_con_circum_image_47.png,47,62.5001269,62.764131490000004,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,2,17,53,4,,,,5_con_singledot_image_48.png,48,62.933555199999944,63.18351079000001,1.wav,63.28136459999996,1.mp4,63.28136459999996,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,3,0,54,5,,,,6_con_singledot_image_19.png,19,65.19564387999992,65.44708758999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,3,1,55,10,,,,5_con_totaldot_image_1.png,1,65.61367869999998,65.86393928999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,3,2,56,17,,,,6_con_circum_image_19.png,19,66.03051349999998,66.28048859,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,3,3,57,16,,,,5_con_circum_image_6.png,6,66.44713599999994,66.69707278999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,3,4,58,2,,,,3_con_singledot_image_20.png,20,66.86370399999998,67.11698349,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,3,5,59,0,,,,1_con_singledot_image_18.png,18,67.28081209999999,67.53369588999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,3,6,60,7,,,,2_con_totaldot_image_36.png,36,67.70036899999997,67.95381899,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,3,7,61,15,,,,4_con_circum_image_25.png,25,68.12047749999999,68.38051049,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,3,8,62,11,,,,6_con_totaldot_image_45.png,45,68.54713019999997,68.79702198999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,3,9,63,14,,,,3_con_circum_image_26.png,26,68.94697111,69.19721658999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,3,10,64,4,,,,5_con_singledot_image_18.png,18,69.36382299999997,69.61389849,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,3,11,65,12,,,,1_con_circum_image_68.png,68,69.78050549999995,70.03036428999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,3,12,66,13,,,,2_con_circum_image_9.png,9,70.19704539999998,70.44705209,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,3,13,67,6,,,,1_con_totaldot_image_2.png,2,70.61381379999995,70.86703678999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,3,14,68,9,,,,4_con_totaldot_image_39.png,39,71.03353769999995,71.28361088999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,3,15,69,1,,,,2_con_singledot_image_20.png,20,71.45028969999998,71.70031238999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,3,16,70,3,,,,4_con_singledot_image_35.png,35,71.86394759999996,72.11402539,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,3,17,71,8,,,,3_con_totaldot_image_33.png,33,72.28695799999997,72.55005518999997,1.wav,72.65128849999996,12.mp4,72.65128849999996,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,4,0,72,13,,,,2_con_circum_image_47.png,47,74.56051737999991,74.81378409000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,4,1,73,16,,,,5_con_circum_image_44.png,44,74.98073979999998,75.23048778999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,4,2,74,4,,,,5_con_singledot_image_52.png,52,75.39711999999997,75.64705658999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,4,3,75,2,,,,3_con_singledot_image_24.png,24,75.79704290999997,76.05027688999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,4,4,76,7,,,,2_con_totaldot_image_1.png,1,76.21704419999998,76.46689399000002,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,4,5,77,3,,,,4_con_singledot_image_27.png,27,76.63352169999996,76.88343979000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,4,6,78,11,,,,6_con_totaldot_image_6.png,6,77.04715119999997,77.29716618999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,4,7,79,8,,,,3_con_totaldot_image_2.png,2,77.46381429999997,77.71675719000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,4,8,80,10,,,,5_con_totaldot_image_7.png,7,77.88337329999996,78.14717218999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,4,9,81,12,,,,1_con_circum_image_6.png,6,78.31676199999998,78.56678839,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,4,10,82,1,,,,2_con_singledot_image_27.png,27,78.73341029999995,79.00010549000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,4,11,83,6,,,,1_con_totaldot_image_17.png,17,79.16689579999996,79.41683639000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,4,12,84,0,,,,1_con_singledot_image_10.png,10,79.58336839999998,79.83349539,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,4,13,85,9,,,,4_con_totaldot_image_20.png,20,80.00013839999997,80.26358978999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,4,14,86,14,,,,3_con_circum_image_24.png,24,80.43031409999998,80.68032589,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,4,15,87,5,,,,6_con_singledot_image_32.png,32,80.84698069999996,81.09710668999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,4,16,88,17,,,,6_con_circum_image_8.png,8,81.26356229999999,81.51360748999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,4,17,89,15,,,,4_con_circum_image_39.png,39,81.68024159999999,81.93031558999996,1.wav,82.03229119999997,13.mp4,82.03229119999997,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,5,0,90,4,,,,5_con_singledot_image_27.png,27,83.93659587999991,84.19724438999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,5,1,91,14,,,,3_con_circum_image_59.png,59,84.36376709999996,84.61674778999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,5,2,92,0,,,,1_con_singledot_image_52.png,52,84.78063299999997,85.03360119000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,5,3,93,15,,,,4_con_circum_image_35.png,35,85.20008039999999,85.46672959,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,5,4,94,12,,,,1_con_circum_image_39.png,39,85.63339749999994,85.88341458999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,5,5,95,17,,,,6_con_circum_image_7.png,7,86.05000669999998,86.30010419000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,5,6,96,16,,,,5_con_circum_image_47.png,47,86.45010081,86.70009318999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,5,7,97,5,,,,6_con_singledot_image_59.png,59,86.86381779999999,87.11675508999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,5,8,98,3,,,,4_con_singledot_image_40.png,40,87.28347229999997,87.53344478999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,5,9,99,13,,,,2_con_circum_image_20.png,20,87.70003449999996,87.95011129,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,5,10,100,7,,,,2_con_totaldot_image_12.png,12,88.11377279999999,88.36377608999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,5,11,101,1,,,,2_con_singledot_image_57.png,57,88.53037649999999,88.78337569000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,5,12,102,6,,,,1_con_totaldot_image_46.png,46,88.94718919999997,89.20009799000002,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,5,13,103,10,,,,5_con_totaldot_image_17.png,17,89.36673389999999,89.63044909000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,5,14,104,9,,,,4_con_totaldot_image_63.png,63,89.80003079999994,90.05010888999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,5,15,105,2,,,,3_con_singledot_image_47.png,47,90.21372929999995,90.46673958999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,5,16,106,8,,,,3_con_totaldot_image_36.png,36,90.63335899999998,90.88351678999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,5,17,107,11,,,,6_con_totaldot_image_30.png,30,91.05022499999995,91.30012109,5.wav,91.40044319999998,11.mp4,91.40044319999998,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_totaldot,0.25,6,6,0,108,11,,,,6_con_totaldot_image_26.png,26,93.30218617999992,93.56357638999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,6,1,109,9,,,,4_con_totaldot_image_29.png,29,93.73019169999998,93.98023468999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,6,2,110,8,,,,3_con_totaldot_image_4.png,4,94.14685709999998,94.40031589,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,6,3,111,5,,,,6_con_singledot_image_70.png,70,94.56376909999994,94.81406448999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_circum,0.25,4,6,4,112,15,,,,4_con_circum_image_15.png,15,94.98344939999998,95.23352858999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_totaldot,0.25,1,6,5,113,6,,,,1_con_totaldot_image_70.png,70,95.39718979999998,95.65018008999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,6,6,114,1,,,,2_con_singledot_image_22.png,22,95.81677779999995,96.08687308999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,6,7,115,13,,,,2_con_circum_image_49.png,49,96.25349299999999,96.51349189000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,6,8,116,4,,,,5_con_singledot_image_35.png,35,96.68009859999995,96.93021398999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,6,9,117,17,,,,6_con_circum_image_51.png,51,97.08015380999997,97.33026598999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_totaldot,0.25,5,6,10,118,10,,,,5_con_totaldot_image_41.png,41,97.49678929999999,97.74685548999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,6,11,119,7,,,,2_con_totaldot_image_29.png,29,97.91355689999995,98.16355589,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,6,12,120,16,,,,5_con_circum_image_24.png,24,98.33018579999998,98.58026509000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_singledot,0.25,4,6,13,121,3,,,,4_con_singledot_image_43.png,43,98.75016469999997,99.00001119000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,6,14,122,14,,,,3_con_circum_image_43.png,43,99.18332178999998,99.43349129,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,6,15,123,12,,,,1_con_circum_image_10.png,10,99.60028019999999,99.85009178999996,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,6,16,124,2,,,,3_con_singledot_image_6.png,6,100.01684059999997,100.28063258999998,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,6,17,125,0,,,,1_con_singledot_image_19.png,19,100.45348819999998,100.71372888999997,2.wav,100.81785500000001,12.mp4,100.81785500000001,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_circum,0.25,3,7,0,126,14,,,,3_con_circum_image_44.png,44,102.7490869799999,103.01356519000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_circum,0.25,5,7,1,127,16,,,,5_con_circum_image_30.png,30,103.18025479999994,103.43020598999999,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_circum,0.25,2,7,2,128,13,,,,2_con_circum_image_41.png,41,103.59682489999994,103.84691198999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_totaldot,0.25,3,7,3,129,8,,,,3_con_totaldot_image_19.png,19,104.0135009,104.26682648999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
5_con_singledot,0.25,5,7,4,130,4,,,,5_con_singledot_image_11.png,11,104.43345519999997,104.68348249000002,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_circum,0.25,6,7,5,131,17,,,,6_con_circum_image_49.png,49,104.85013039999995,105.11395389,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
3_con_singledot,0.25,3,7,6,132,2,,,,3_con_singledot_image_59.png,59,105.28684779999998,105.54682099000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
4_con_totaldot,0.25,4,7,7,133,9,,,,4_con_totaldot_image_7.png,7,105.713415,105.96358369000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_circum,0.25,1,7,8,134,12,,,,1_con_circum_image_55.png,55,106.13006929999995,106.38014539,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
6_con_singledot,0.25,6,7,9,135,5,,,,6_con_singledot_image_8.png,8,106.54673959999997,106.79677699000001,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
1_con_singledot,0.25,1,7,10,136,0,,,,1_con_singledot_image_23.png,23,106.98007408999996,107.23041038999997,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_totaldot,0.25,2,7,11,137,7,,,,2_con_totaldot_image_38.png,38,107.39700919999996,107.64689209,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
2_con_singledot,0.25,2,7,12,138,1,,,,2_con_singledot_image_24.png,24,107.81355499999995,108.06380779,,,,,1,1,2024-10-29_10h05.55.903,visual,2024.1.5,59.66419796104643,
