condition,duration,numerosity,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,text_welcome.started,image_name,image.started,image.stopped,audio_name,audio_started,movie_name,movie_started,participant,session,date|hid,expName|hid,psychopyVersion|hid,frameRate,
1_con_totaldot,0.25,1,7,15,141,6,,,,1_con_totaldot_image_42.png,180.9083594885742,181.1587749961909,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,7,16,142,9,,,,4_con_totaldot_image_33.png,181.2651694885717,181.5160169541923,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,7,17,143,7,,,,2_con_totaldot_image_58.png,181.62393277957744,181.8759764541901,4.wav,181.97565658399253,12.mp4,181.97565658399253,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,8,0,144,1,,,,2_con_singledot_image_69.png,183.79990992837702,184.04996957919502,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,8,1,145,3,,,,4_con_singledot_image_4.png,184.1578339465632,184.40900707921537,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,8,2,146,13,,,,2_con_circum_image_69.png,184.51542373858683,184.76624437120336,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,8,3,147,10,,,,5_con_totaldot_image_12.png,184.87507686358003,185.12530474619416,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,8,4,148,14,,,,3_con_circum_image_36.png,185.23157761358016,185.48330016319233,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,8,5,149,12,,,,1_con_circum_image_26.png,185.591149113563,185.8427021631942,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,8,6,150,0,,,,1_con_singledot_image_39.png,185.94918132158637,186.19897341319302,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,8,7,151,2,,,,3_con_singledot_image_44.png,186.30819069656718,186.55942924619012,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,8,8,152,11,,,,6_con_totaldot_image_55.png,186.665656363577,186.91612224619894,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,8,9,153,17,,,,6_con_circum_image_47.png,187.02514073856582,187.27569262120232,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,8,10,154,5,,,,6_con_singledot_image_70.png,187.38128932156542,187.63303453820117,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,8,11,155,16,,,,5_con_circum_image_29.png,187.7409336965793,187.99205262119358,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,8,12,156,15,,,,4_con_circum_image_21.png,188.0982527795859,188.34986832919822,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,8,13,157,7,,,,2_con_totaldot_image_54.png,188.45751373858366,188.70876349620812,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,8,14,158,4,,,,5_con_singledot_image_61.png,188.81512548857427,189.06621574620658,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,8,15,159,6,,,,1_con_totaldot_image_70.png,189.17439365458267,189.4254304542119,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,8,16,160,9,,,,4_con_totaldot_image_54.png,189.53160140458203,189.7826469962165,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,8,17,161,8,,,,3_con_totaldot_image_4.png,189.89158444658096,190.14285824621038,5.wav,190.2423877090041,13.mp4,190.2423877090041,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,9,0,162,5,,,,6_con_singledot_image_53.png,192.09620676137274,192.35039807921567,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,9,1,163,9,,,,4_con_totaldot_image_66.png,192.45754127956752,192.709468413188,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,9,2,164,13,,,,2_con_circum_image_22.png,192.81574577956053,193.0663570792094,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,9,3,165,3,,,,4_con_singledot_image_26.png,193.1742471135658,193.4254717881995,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,9,4,166,2,,,,3_con_singledot_image_34.png,193.53183652956795,193.78299932919617,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,9,5,167,16,,,,5_con_circum_image_4.png,193.89150386357505,194.14299624621344,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,9,6,168,15,,,,4_con_circum_image_8.png,194.2491991965653,194.49988966320234,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,9,7,169,1,,,,2_con_singledot_image_61.png,194.60766848856292,194.86854978821066,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,9,8,170,0,,,,1_con_singledot_image_25.png,194.97844502957014,195.23365632920468,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,9,9,171,8,,,,3_con_totaldot_image_18.png,195.34088686357427,195.59217916319903,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,9,10,172,11,,,,6_con_totaldot_image_57.png,195.69844632157765,195.94975420420815,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,9,11,173,10,,,,5_con_totaldot_image_23.png,196.0583856965677,196.30898741319834,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,9,12,174,7,,,,2_con_totaldot_image_67.png,196.4153368635598,196.66633312120393,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,9,13,175,12,,,,1_con_circum_image_66.png,196.7750427385763,197.0254584541981,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,9,14,176,17,,,,6_con_circum_image_37.png,197.13170102956065,197.3837444131932,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,9,15,177,6,,,,1_con_totaldot_image_46.png,197.4909084885585,197.74292737118958,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,9,16,178,4,,,,5_con_singledot_image_4.png,197.84919044656272,198.09974699620216,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,9,17,179,14,,,,3_con_circum_image_27.png,198.20848040455894,198.4588299132156,2.wav,198.5583277500118,5.mp4,198.5583277500118,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,10,0,180,15,,,,4_con_circum_image_62.png,200.3874312203552,200.6425639962108,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,10,1,181,17,,,,6_con_circum_image_15.png,200.749495363576,200.9998497041961,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,10,2,182,0,,,,1_con_singledot_image_69.png,201.10836752956675,201.35923937118787,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,10,3,183,14,,,,3_con_circum_image_35.png,201.46541865456675,201.71679687120195,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,10,4,184,13,,,,2_con_circum_image_44.png,201.8244385295693,202.07573195420264,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,10,5,185,16,,,,5_con_circum_image_66.png,202.18205344658054,202.43372170419025,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,10,6,186,4,,,,5_con_singledot_image_27.png,202.54116961358523,202.79298991321411,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,10,7,187,11,,,,6_con_totaldot_image_67.png,202.89917398856778,203.15048499619297,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,10,8,188,9,,,,4_con_totaldot_image_9.png,203.25776944657264,203.5093747041974,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,10,9,189,3,,,,4_con_singledot_image_22.png,203.61556940457376,203.86641916319786,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,10,10,190,6,,,,1_con_totaldot_image_44.png,203.97528302956198,204.22576207919337,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,10,11,191,7,,,,2_con_totaldot_image_37.png,204.33192602956842,204.5836267882114,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,10,12,192,2,,,,3_con_singledot_image_66.png,204.69130302958365,204.9430672882154,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,10,13,193,10,,,,5_con_totaldot_image_63.png,205.0492838635837,205.3005872042122,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,10,14,194,12,,,,1_con_circum_image_14.png,205.40790298856155,205.65903995420376,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,10,15,195,8,,,,3_con_totaldot_image_5.png,205.76541444657778,206.01676603821397,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,10,16,196,1,,,,2_con_singledot_image_55.png,206.12483727956715,206.3765592881973,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,10,17,197,5,,,,6_con_singledot_image_49.png,206.48285719657724,206.73326003820694,5.wav,206.83546991701587,16.mp4,206.83546991701587,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,11,0,198,9,,,,4_con_totaldot_image_52.png,208.67269688638044,208.92579228819523,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,11,1,199,11,,,,6_con_totaldot_image_19.png,209.0321246545791,209.28329737119202,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,11,2,200,17,,,,6_con_circum_image_38.png,209.39122657156258,209.64296249618928,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,11,3,201,2,,,,3_con_singledot_image_27.png,209.74927615457273,210.00011753819126,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,11,4,202,5,,,,6_con_singledot_image_56.png,210.10856611355848,210.35909174619883,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,11,5,203,12,,,,1_con_circum_image_35.png,210.4653067385807,210.7168100382114,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,11,6,204,3,,,,4_con_singledot_image_23.png,210.8246188635676,211.0758747462096,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,11,7,205,7,,,,2_con_totaldot_image_35.png,211.18144332156226,211.4349820792122,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,11,8,206,4,,,,5_con_singledot_image_34.png,211.54357282158162,211.79298045420728,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,11,9,207,15,,,,4_con_circum_image_40.png,211.8991953215591,212.15032632921066,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,11,10,208,13,,,,2_con_circum_image_54.png,212.2579865295702,212.51253766320588,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,11,11,209,8,,,,3_con_totaldot_image_42.png,212.6257353215624,212.87594399620139,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,11,12,210,6,,,,1_con_totaldot_image_11.png,212.98210669656692,213.23381874621555,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,11,13,211,16,,,,5_con_circum_image_38.png,213.34139357156528,213.59332732918847,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,11,14,212,14,,,,3_con_circum_image_52.png,213.6995666545845,213.95042599619774,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,11,15,213,0,,,,1_con_singledot_image_40.png,214.05815098858147,214.3095936211903,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,11,16,214,1,,,,2_con_singledot_image_62.png,214.4160196545854,214.66723907920823,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,11,17,215,10,,,,5_con_totaldot_image_24.png,214.7750751135609,215.02608395418792,1.wav,215.1256577919994,4.mp4,215.1256577919994,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,12,0,216,7,,,,2_con_totaldot_image_28.png,216.96028242836474,217.21707428821537,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,12,1,217,8,,,,3_con_totaldot_image_1.png,217.3247127795621,217.57610603819194,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,12,2,218,11,,,,6_con_totaldot_image_8.png,217.68240311356203,217.93335112118802,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,12,3,219,0,,,,1_con_singledot_image_4.png,218.04221719656198,218.29296457920282,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,12,4,220,10,,,,5_con_totaldot_image_68.png,218.39951773856592,218.6512237042043,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,12,5,221,2,,,,3_con_singledot_image_64.png,218.75808261356724,219.01009882921062,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,12,6,222,16,,,,5_con_circum_image_68.png,219.1163593215606,219.36697295420163,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,12,7,223,14,,,,3_con_circum_image_41.png,219.47545444658317,219.72605066320102,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,12,8,224,9,,,,4_con_totaldot_image_44.png,219.83249002958473,220.08417949620343,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,12,9,225,6,,,,1_con_totaldot_image_47.png,220.19238569655863,220.4426910792099,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,12,10,226,5,,,,6_con_singledot_image_11.png,220.54898911358032,220.80237737119023,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,12,11,227,15,,,,4_con_circum_image_3.png,220.91015798856097,221.15984182919783,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,12,12,228,1,,,,2_con_singledot_image_4.png,221.26615082156786,221.5172844542103,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,12,13,229,17,,,,6_con_circum_image_19.png,221.62477294656856,221.87614207919978,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,12,14,230,12,,,,1_con_circum_image_31.png,221.98232977958105,222.23381245420023,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,12,15,231,4,,,,5_con_singledot_image_31.png,222.3415346545662,222.59272628820327,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,12,16,232,13,,,,2_con_circum_image_11.png,222.698913196582,222.95098082920595,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,12,17,233,3,,,,4_con_singledot_image_30.png,223.0586947795673,223.30972528819984,2.wav,223.40951916700578,3.mp4,223.40951916700578,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,13,0,234,5,,,,6_con_singledot_image_31.png,225.24705755338073,225.50109437121137,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,13,1,235,2,,,,3_con_singledot_image_17.png,225.60819607156736,225.85990816321282,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,13,2,236,14,,,,3_con_circum_image_15.png,225.96613427957345,226.217180079213,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,13,3,237,11,,,,6_con_totaldot_image_17.png,226.32510077957704,226.57632595421455,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,13,4,238,6,,,,1_con_totaldot_image_43.png,226.68261386356608,226.9335663292004,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,13,5,239,12,,,,1_con_circum_image_18.png,227.04234382156574,227.29352741320326,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,13,6,240,15,,,,4_con_circum_image_28.png,227.3997061135742,227.65031799620192,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,13,7,241,4,,,,5_con_singledot_image_47.png,227.7595669465809,228.01015328821086,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,13,8,242,8,,,,3_con_totaldot_image_47.png,228.11637098855863,228.36783728819864,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,13,9,243,16,,,,5_con_circum_image_1.png,228.47501782157633,228.72644862120796,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,13,10,244,13,,,,2_con_circum_image_3.png,228.83260786357278,229.08363132919476,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,13,11,245,10,,,,5_con_totaldot_image_43.png,229.19241752957169,229.44287124621042,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,13,12,246,0,,,,1_con_singledot_image_55.png,229.5492611135851,229.80029291320534,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,13,13,247,17,,,,6_con_circum_image_20.png,229.90903827956936,230.16024453820137,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,13,14,248,9,,,,4_con_totaldot_image_40.png,230.26645690457372,230.5169993291929,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,13,15,249,3,,,,4_con_singledot_image_54.png,230.62605523857928,230.87620416319987,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,13,16,250,1,,,,2_con_singledot_image_29.png,230.9824261545873,231.23398157920747,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,13,17,251,7,,,,2_con_totaldot_image_50.png,231.34193952956412,231.59316303821106,1.wav,231.6924802089925,2.mp4,231.6924802089925,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,14,0,252,2,,,,3_con_singledot_image_20.png,233.53875405335566,233.7929676631902,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_totaldot,0.25,3,14,1,253,8,,,,3_con_totaldot_image_68.png,233.89931873856403,234.15105428818788,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_singledot,0.25,2,14,2,254,1,,,,2_con_singledot_image_58.png,234.25853057157656,234.5104417042021,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_circum,0.25,2,14,3,255,13,,,,2_con_circum_image_13.png,234.61667919658066,234.86797320419282,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_totaldot,0.25,4,14,4,256,9,,,,4_con_totaldot_image_53.png,234.97507073856832,235.2264533291891,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,14,5,257,5,,,,6_con_singledot_image_38.png,235.3327278635843,235.5837856631988,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,14,6,258,14,,,,3_con_circum_image_2.png,235.69254511357576,235.94312549619644,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,14,7,259,7,,,,2_con_totaldot_image_63.png,236.04975294657925,236.301137371207,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,14,8,260,10,,,,5_con_totaldot_image_2.png,236.40839586356014,236.65966641319392,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,14,9,261,15,,,,4_con_circum_image_68.png,236.76585815458384,237.01715437120583,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,14,10,262,16,,,,5_con_circum_image_10.png,237.12605115458427,237.37672166321136,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_totaldot,0.25,1,14,11,263,6,,,,1_con_totaldot_image_34.png,237.4864428635774,237.74332362120913,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,14,12,264,11,,,,6_con_totaldot_image_59.png,237.84941294656892,238.10448537119373,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_singledot,0.25,1,14,13,265,0,,,,1_con_singledot_image_65.png,238.2114379885752,238.4675421212014,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,14,14,266,17,,,,6_con_circum_image_24.png,238.57514761357743,238.82646532919898,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,14,15,267,4,,,,5_con_singledot_image_38.png,238.93304411358258,239.18389799619035,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,14,16,268,3,,,,4_con_singledot_image_11.png,239.29205936357903,239.54310128818906,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,14,17,269,12,,,,1_con_circum_image_64.png,239.64928615458484,239.90125137120776,2.wav,240.00188070899458,12.mp4,240.00188070899458,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_singledot,0.25,6,15,0,270,5,,,,6_con_singledot_image_27.png,241.82316005337634,242.07691257919942,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_circum,0.25,3,15,1,271,14,,,,3_con_circum_image_32.png,242.18330944656918,242.43476470421592,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_totaldot,0.25,6,15,2,272,11,,,,6_con_totaldot_image_42.png,242.5420167385746,242.79342378820002,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
2_con_totaldot,0.25,2,15,3,273,7,,,,2_con_totaldot_image_66.png,242.899695279586,243.1515010382136,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
6_con_circum,0.25,6,15,4,274,17,,,,6_con_circum_image_43.png,243.25873773857893,243.51001182918844,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_circum,0.25,5,15,5,275,16,,,,5_con_circum_image_67.png,243.61570569656033,243.86748095419898,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_totaldot,0.25,5,15,6,276,10,,,,5_con_totaldot_image_60.png,243.97636277957645,244.2265732461965,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
5_con_singledot,0.25,5,15,7,277,4,,,,5_con_singledot_image_18.png,244.33284694656322,244.58430791318824,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_singledot,0.25,4,15,8,278,3,,,,4_con_singledot_image_56.png,244.69204265456938,244.94365916321112,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
1_con_circum,0.25,1,15,9,279,12,,,,1_con_circum_image_51.png,245.0500568215648,245.3014032041974,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
4_con_circum,0.25,4,15,10,280,15,,,,4_con_circum_image_6.png,245.40860682156926,245.66072557920415,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
3_con_singledot,0.25,3,15,11,281,2,,,,3_con_singledot_image_10.png,245.76688811356144,246.01726620418776,,,,,1,1,2024-10-13_00h55.46.358,visual,2024.1.5,121.00994953036302,
